county_name,precinct_name,office_title,candidate_ballot_name,yes_votes,no_votes,,
Jackson,FO 07,State Representative - District 20,Bill E. Kidd,108,,,
Jackson,FO 08,State Representative - District 20,Bill E. Kidd,681,,,
Jackson,"SN 05, 06",State Representative - District 20,Bill E. Kidd,467,,,
Jackson,SN 50,State Representative - District 20,Bill E. Kidd,122,,,
Jackson,ABSENTEE,State Representative - District 20,Bill E. Kidd,541,,,
Jackson,"B1 06, 07, 08",State Representative - District 20,Jessica Merrick,233,,,
Jackson,"B2 01, 02",State Representative - District 20,Jessica Merrick,400,,,
Jackson,"B2 03, 04",State Representative - District 20,Jessica Merrick,481,,,
Jackson,B3 01,State Representative - District 20,Jessica Merrick,63,,,
Jackson,B3 02,State Representative - District 20,Jessica Merrick,310,,,
Jackson,B3-03,State Representative - District 20,Jessica Merrick,267,,,
Jackson,"B3-04, 05",State Representative - District 20,Jessica Merrick,543,,,
Jackson,"B3 06, 07",State Representative - District 20,Jessica Merrick,305,,,
Jackson,B3 08,State Representative - District 20,Jessica Merrick,260,,,
Jackson,B3 09,State Representative - District 20,Jessica Merrick,21,,,
Jackson,B4 01,State Representative - District 20,Jessica Merrick,45,,,
Jackson,B4 02,State Representative - District 20,Jessica Merrick,203,,,
Jackson,B4 03,State Representative - District 20,Jessica Merrick,314,,,
Jackson,B6 07,State Representative - District 20,Jessica Merrick,83,,,
Jackson,FO 01,State Representative - District 20,Jessica Merrick,0,,,
Jackson,FO 02,State Representative - District 20,Jessica Merrick,72,,,
Jackson,"FO 03, 04, 05, 09",State Representative - District 20,Jessica Merrick,307,,,
Jackson,FO 07,State Representative - District 20,Jessica Merrick,33,,,
Jackson,FO 08,State Representative - District 20,Jessica Merrick,181,,,
Jackson,"SN 05, 06",State Representative - District 20,Jessica Merrick,298,,,
Jackson,SN 50,State Representative - District 20,Jessica Merrick,43,,,
Jackson,ABSENTEE,State Representative - District 20,Jessica Merrick,393,,,
Jackson,B2 05,State Representative - District 21,Robert Sauls,354,,,
Jackson,"B2 06, 07",State Representative - District 21,Robert Sauls,651,,,
Jackson,B4 04,State Representative - District 21,Robert Sauls,303,,,
Jackson,B4 05,State Representative - District 21,Robert Sauls,347,,,
Jackson,"B4 06, 07",State Representative - District 21,Robert Sauls,494,,,
Jackson,"B4 08, 09",State Representative - District 21,Robert Sauls,422,,,
Jackson,B4 10,State Representative - District 21,Robert Sauls,185,,,
Jackson,B5 07,State Representative - District 21,Robert Sauls,249,,,
Jackson,B6 01,State Representative - District 21,Robert Sauls,419,,,
Jackson,B6 02,State Representative - District 21,Robert Sauls,318,,,
Jackson,B6 03,State Representative - District 21,Robert Sauls,751,,,
Jackson,B6 04,State Representative - District 21,Robert Sauls,754,,,
Jackson,B6 05,State Representative - District 21,Robert Sauls,530,,,
Jackson,B6 06,State Representative - District 21,Robert Sauls,606,,,
Jackson,B8 01,State Representative - District 21,Robert Sauls,274,,,
Jackson,B8 02,State Representative - District 21,Robert Sauls,843,,,
Jackson,ABSENTEE,State Representative - District 21,Robert Sauls,702,,,
Jackson,"B1 03, 09",State Representative - District 22,Brandon Ellington,562,,,
Jackson,"B5 01, 02",State Representative - District 22,Brandon Ellington,489,,,
Jackson,ABSENTEE,State Representative - District 22,Brandon Ellington,50,,,
Jackson,"BR 11, 15",State Representative - District 27,Richard Brown,561,,,
Jackson,ABSENTEE,State Representative - District 27,Richard Brown,15,,,
Jackson,B7 06,State Representative - District 28,Jerome Barnes,208,,,
Jackson,BR 01,State Representative - District 28,Jerome Barnes,355,,,
Jackson,BR 02,State Representative - District 28,Jerome Barnes,558,,,
Jackson,"BR 03, 04",State Representative - District 28,Jerome Barnes,470,,,
Jackson,"BR 05, 06, 20",State Representative - District 28,Jerome Barnes,555,,,
Jackson,BR 07,State Representative - District 28,Jerome Barnes,460,,,
Jackson,"BR 08, 13",State Representative - District 28,Jerome Barnes,1141,,,
Jackson,BR 09,State Representative - District 28,Jerome Barnes,461,,,
Jackson,BR 10,State Representative - District 28,Jerome Barnes,724,,,
Jackson,BR 12,State Representative - District 28,Jerome Barnes,649,,,
Jackson,BR 14,State Representative - District 28,Jerome Barnes,333,,,
Jackson,BR 16,State Representative - District 28,Jerome Barnes,663,,,
Jackson,BR 18,State Representative - District 28,Jerome Barnes,579,,,
Jackson,ABSENTEE,State Representative - District 28,Jerome Barnes,429,,,
Jackson,B7 06,State Representative - District 28,Jeremy T Utterback,79,,,
Jackson,BR 01,State Representative - District 28,Jeremy T Utterback,80,,,
Jackson,BR 02,State Representative - District 28,Jeremy T Utterback,182,,,
Jackson,"BR 03, 04",State Representative - District 28,Jeremy T Utterback,141,,,
Jackson,"BR 05, 06, 20",State Representative - District 28,Jeremy T Utterback,211,,,
Jackson,BR 07,State Representative - District 28,Jeremy T Utterback,154,,,
Jackson,"BR 08, 13",State Representative - District 28,Jeremy T Utterback,339,,,
Jackson,BR 09,State Representative - District 28,Jeremy T Utterback,92,,,
Jackson,BR 10,State Representative - District 28,Jeremy T Utterback,254,,,
Jackson,BR 12,State Representative - District 28,Jeremy T Utterback,211,,,
Jackson,BR 14,State Representative - District 28,Jeremy T Utterback,84,,,
Jackson,BR 16,State Representative - District 28,Jeremy T Utterback,93,,,
Jackson,BR 18,State Representative - District 28,Jeremy T Utterback,170,,,
Jackson,ABSENTEE,State Representative - District 28,Jeremy T Utterback,122,,,
Jackson,"B5 03, 04",State Representative - District 29,Rory Rowland,767,,,
Jackson,B5 05,State Representative - District 29,Rory Rowland,660,,,
Jackson,B5 06,State Representative - District 29,Rory Rowland,547,,,
Jackson,B5 08,State Representative - District 29,Rory Rowland,509,,,
Jackson,B5 09,State Representative - District 29,Rory Rowland,337,,,
Jackson,"B7 01, 02",State Representative - District 29,Rory Rowland,578,,,
Jackson,"B7 03, 04",State Representative - District 29,Rory Rowland,1079,,,
Jackson,"B7 05, 09",State Representative - District 29,Rory Rowland,942,,,
Jackson,"B7 07, 08",State Representative - District 29,Rory Rowland,919,,,
Jackson,B8 03,State Representative - District 29,Rory Rowland,216,,,
Jackson,BR 19,State Representative - District 29,Rory Rowland,8,,,
Jackson,ABSENTEE,State Representative - District 29,Rory Rowland,590,,,
Jackson,B8 05,State Representative - District 30,Jon Patterson,357,,,
Jackson,B8 06,State Representative - District 30,Jon Patterson,338,,,
Jackson,B8 07,State Representative - District 30,Jon Patterson,660,,,
Jackson,B8 08,State Representative - District 30,Jon Patterson,89,,,
Jackson,PR 01,State Representative - District 30,Jon Patterson,18,,,
Jackson,PR 26,State Representative - District 30,Jon Patterson,473,,,
Jackson,PR 27,State Representative - District 30,Jon Patterson,832,,,
Jackson,PR 28,State Representative - District 30,Jon Patterson,888,,,
Jackson,PR 29,State Representative - District 30,Jon Patterson,257,,,
Jackson,"PR 30, 31",State Representative - District 30,Jon Patterson,672,,,
Jackson,PR 32,State Representative - District 30,Jon Patterson,722,,,
Jackson,PR 33,State Representative - District 30,Jon Patterson,296,,,
Jackson,PR 37,State Representative - District 30,Jon Patterson,466,,,
Jackson,PR 38,State Representative - District 30,Jon Patterson,359,,,
Jackson,PR 62,State Representative - District 30,Jon Patterson,14,,,
Jackson,SN 01,State Representative - District 30,Jon Patterson,118,,,
Jackson,SN 02,State Representative - District 30,Jon Patterson,103,,,
Jackson,SN 04,State Representative - District 30,Jon Patterson,446,,,
Jackson,SN 17,State Representative - District 30,Jon Patterson,293,,,
Jackson,ABSENTEE,State Representative - District 30,Jon Patterson,962,,,
Jackson,B8 04,State Representative - District 30,Jon Patterson,394,,,
Jackson,B8 05,State Representative - District 30,Ryana Parks-Shaw,473,,,
Jackson,B8 06,State Representative - District 30,Ryana Parks-Shaw,332,,,
Jackson,B8 07,State Representative - District 30,Ryana Parks-Shaw,568,,,
Jackson,B8 08,State Representative - District 30,Ryana Parks-Shaw,77,,,
Jackson,PR 01,State Representative - District 30,Ryana Parks-Shaw,5,,,
Jackson,PR 26,State Representative - District 30,Ryana Parks-Shaw,423,,,
Jackson,PR 27,State Representative - District 30,Ryana Parks-Shaw,670,,,
Jackson,PR 28,State Representative - District 30,Ryana Parks-Shaw,607,,,
Jackson,PR 29,State Representative - District 30,Ryana Parks-Shaw,271,,,
Jackson,"PR 30, 31",State Representative - District 30,Ryana Parks-Shaw,747,,,
Jackson,PR 32,State Representative - District 30,Ryana Parks-Shaw,478,,,
Jackson,PR 33,State Representative - District 30,Ryana Parks-Shaw,323,,,
Jackson,PR 37,State Representative - District 30,Ryana Parks-Shaw,399,,,
Jackson,PR 38,State Representative - District 30,Ryana Parks-Shaw,266,,,
Jackson,PR 62,State Representative - District 30,Ryana Parks-Shaw,34,,,
Jackson,SN 01,State Representative - District 30,Ryana Parks-Shaw,84,,,
Jackson,SN 02,State Representative - District 30,Ryana Parks-Shaw,58,,,
Jackson,SN 04,State Representative - District 30,Ryana Parks-Shaw,250,,,
Jackson,SN 17,State Representative - District 30,Ryana Parks-Shaw,282,,,
Jackson,ABSENTEE,State Representative - District 30,Ryana Parks-Shaw,793,,,
Jackson,B8 04,State Representative - District 30,Ryana Parks-Shaw,349,,,
Jackson,B8 05,State Representative - District 30,Brad Eichstadt,21,,,
Jackson,B8 06,State Representative - District 30,Brad Eichstadt,14,,,
Jackson,B8 07,State Representative - District 30,Brad Eichstadt,33,,,
Jackson,B8 08,State Representative - District 30,Brad Eichstadt,6,,,
Jackson,PR 01,State Representative - District 30,Brad Eichstadt,0,,,
Jackson,PR 26,State Representative - District 30,Brad Eichstadt,16,,,
Jackson,PR 27,State Representative - District 30,Brad Eichstadt,24,,,
Jackson,PR 28,State Representative - District 30,Brad Eichstadt,29,,,
Jackson,PR 29,State Representative - District 30,Brad Eichstadt,14,,,
Jackson,"PR 30, 31",State Representative - District 30,Brad Eichstadt,51,,,
Jackson,PR 32,State Representative - District 30,Brad Eichstadt,27,,,
Jackson,PR 33,State Representative - District 30,Brad Eichstadt,24,,,
Jackson,PR 37,State Representative - District 30,Brad Eichstadt,49,,,
Jackson,PR 38,State Representative - District 30,Brad Eichstadt,20,,,
Jackson,PR 62,State Representative - District 30,Brad Eichstadt,1,,,
Jackson,SN 01,State Representative - District 30,Brad Eichstadt,7,,,
Jackson,SN 02,State Representative - District 30,Brad Eichstadt,3,,,
Jackson,SN 04,State Representative - District 30,Brad Eichstadt,32,,,
Jackson,SN 17,State Representative - District 30,Brad Eichstadt,43,,,
Jackson,ABSENTEE,State Representative - District 30,Brad Eichstadt,38,,,
Jackson,B8 04,State Representative - District 30,Brad Eichstadt,25,,,
Jackson,PR 51,State Representative - District 31,Dan Stacy,324,,,
Jackson,PR 52,State Representative - District 31,Dan Stacy,324,,,
Jackson,"PR 53, 54",State Representative - District 31,Dan Stacy,544,,,
Jackson,"SN 03, 19",State Representative - District 31,Dan Stacy,421,,,
Jackson,"SN 15, 23",State Representative - District 31,Dan Stacy,786,,,
Jackson,SN 18,State Representative - District 31,Dan Stacy,495,,,
Jackson,SN 20,State Representative - District 31,Dan Stacy,377,,,
Jackson,SN 21,State Representative - District 31,Dan Stacy,544,,,
Jackson,"SN 22, 24",State Representative - District 31,Dan Stacy,637,,,
Jackson,SN 25,State Representative - District 31,Dan Stacy,171,,,
Jackson,SN 26,State Representative - District 31,Dan Stacy,401,,,
Jackson,SN 27,State Representative - District 31,Dan Stacy,597,,,
Jackson,SN 28,State Representative - District 31,Dan Stacy,430,,,
Jackson,SN 29,State Representative - District 31,Dan Stacy,434,,,
Jackson,SN 30,State Representative - District 31,Dan Stacy,534,,,
Jackson,SN 31,State Representative - District 31,Dan Stacy,603,,,
Jackson,"SN 34, 35, 36",State Representative - District 31,Dan Stacy,233,,,
Jackson,ABSENTEE,State Representative - District 31,Dan Stacy,501,,,
Jackson,PR 51,State Representative - District 31,Travis Hagewood,232,,,
Jackson,PR 52,State Representative - District 31,Travis Hagewood,205,,,
Jackson,"PR 53, 54",State Representative - District 31,Travis Hagewood,293,,,
Jackson,"SN 03, 19",State Representative - District 31,Travis Hagewood,345,,,
Jackson,"SN 15, 23",State Representative - District 31,Travis Hagewood,694,,,
Jackson,SN 18,State Representative - District 31,Travis Hagewood,429,,,
Jackson,SN 20,State Representative - District 31,Travis Hagewood,372,,,
Jackson,SN 21,State Representative - District 31,Travis Hagewood,502,,,
Jackson,"SN 22, 24",State Representative - District 31,Travis Hagewood,677,,,
Jackson,SN 25,State Representative - District 31,Travis Hagewood,148,,,
Jackson,SN 26,State Representative - District 31,Travis Hagewood,241,,,
Jackson,SN 27,State Representative - District 31,Travis Hagewood,393,,,
Jackson,SN 28,State Representative - District 31,Travis Hagewood,294,,,
Jackson,SN 29,State Representative - District 31,Travis Hagewood,315,,,
Jackson,SN 30,State Representative - District 31,Travis Hagewood,345,,,
Jackson,SN 31,State Representative - District 31,Travis Hagewood,483,,,
Jackson,"SN 34, 35, 36",State Representative - District 31,Travis Hagewood,197,,,
Jackson,ABSENTEE,State Representative - District 31,Travis Hagewood,434,,,
Jackson,"SN 07, 09",State Representative - District 32,Jeff Coleman,867,,,
Jackson,SN 08,State Representative - District 32,Jeff Coleman,615,,,
Jackson,"SN 10, 12",State Representative - District 32,Jeff Coleman,1017,,,
Jackson,SN 11,State Representative - District 32,Jeff Coleman,457,,,
Jackson,"SN 13, 14",State Representative - District 32,Jeff Coleman,848,,,
Jackson,SN 16,State Representative - District 32,Jeff Coleman,76,,,
Jackson,SN 32,State Representative - District 32,Jeff Coleman,350,,,
Jackson,SN 38,State Representative - District 32,Jeff Coleman,833,,,
Jackson,SN 39,State Representative - District 32,Jeff Coleman,653,,,
Jackson,SN 40,State Representative - District 32,Jeff Coleman,521,,,
Jackson,SN 41,State Representative - District 32,Jeff Coleman,343,,,
Jackson,SN 42,State Representative - District 32,Jeff Coleman,803,,,
Jackson,"SN 43, 46",State Representative - District 32,Jeff Coleman,260,,,
Jackson,SN 44,State Representative - District 32,Jeff Coleman,364,,,
Jackson,SN 47,State Representative - District 32,Jeff Coleman,223,,,
Jackson,SN 48,State Representative - District 32,Jeff Coleman,276,,,
Jackson,ABSENTEE,State Representative - District 32,Jeff Coleman,568,,,
Jackson,"SN 07, 09",State Representative - District 32,Janice Brill,600,,,
Jackson,SN 08,State Representative - District 32,Janice Brill,465,,,
Jackson,"SN 10, 12",State Representative - District 32,Janice Brill,775,,,
Jackson,SN 11,State Representative - District 32,Janice Brill,284,,,
Jackson,"SN 13, 14",State Representative - District 32,Janice Brill,564,,,
Jackson,SN 16,State Representative - District 32,Janice Brill,62,,,
Jackson,SN 32,State Representative - District 32,Janice Brill,306,,,
Jackson,SN 38,State Representative - District 32,Janice Brill,461,,,
Jackson,SN 39,State Representative - District 32,Janice Brill,435,,,
Jackson,SN 40,State Representative - District 32,Janice Brill,202,,,
Jackson,SN 41,State Representative - District 32,Janice Brill,222,,,
Jackson,SN 42,State Representative - District 32,Janice Brill,473,,,
Jackson,"SN 43, 46",State Representative - District 32,Janice Brill,121,,,
Jackson,SN 44,State Representative - District 32,Janice Brill,190,,,
Jackson,SN 47,State Representative - District 32,Janice Brill,155,,,
Jackson,SN 48,State Representative - District 32,Janice Brill,177,,,
Jackson,ABSENTEE,State Representative - District 32,Janice Brill,385,,,
Jackson,PR 55,State Representative - District 33,Donna Pfautsch,5,,,
Jackson,"PR 56,57",State Representative - District 33,Donna Pfautsch,11,,,
Jackson,SN 33,State Representative - District 33,Donna Pfautsch,217,,,
Jackson,SN 37,State Representative - District 33,Donna Pfautsch,515,,,
Jackson,SN 45,State Representative - District 33,Donna Pfautsch,481,,,
Jackson,SN 49,State Representative - District 33,Donna Pfautsch,202,,,
Jackson,"SN 51, 52",State Representative - District 33,Donna Pfautsch,1,,,
Jackson,"VB 01, 12",State Representative - District 33,Donna Pfautsch,218,,,
Jackson,"VB 02, 03, 13",State Representative - District 33,Donna Pfautsch,674,,,
Jackson,VB 04,State Representative - District 33,Donna Pfautsch,2,,,
Jackson,"VB 07, 08, 14",State Representative - District 33,Donna Pfautsch,238,,,
Jackson,VB 09,State Representative - District 33,Donna Pfautsch,187,,,
Jackson,"VB 10, 11, 19",State Representative - District 33,Donna Pfautsch,955,,,
Jackson,"VB 15, 16, 17, 18",State Representative - District 33,Donna Pfautsch,463,,,
Jackson,ABSENTEE,State Representative - District 33,Donna Pfautsch,238,,,
Jackson,PR 55,State Representative - District 33,Pat Williams,0,,,
Jackson,"PR 56,57",State Representative - District 33,Pat Williams,0,,,
Jackson,SN 33,State Representative - District 33,Pat Williams,62,,,
Jackson,SN 37,State Representative - District 33,Pat Williams,232,,,
Jackson,SN 45,State Representative - District 33,Pat Williams,184,,,
Jackson,SN 49,State Representative - District 33,Pat Williams,118,,,
Jackson,"SN 51, 52",State Representative - District 33,Pat Williams,0,,,
Jackson,"VB 01, 12",State Representative - District 33,Pat Williams,79,,,
Jackson,"VB 02, 03, 13",State Representative - District 33,Pat Williams,325,,,
Jackson,VB 04,State Representative - District 33,Pat Williams,0,,,
Jackson,"VB 07, 08, 14",State Representative - District 33,Pat Williams,81,,,
Jackson,VB 09,State Representative - District 33,Pat Williams,117,,,
Jackson,"VB 10, 11, 19",State Representative - District 33,Pat Williams,382,,,
Jackson,"VB 15, 16, 17, 18",State Representative - District 33,Pat Williams,150,,,
Jackson,ABSENTEE,State Representative - District 33,Pat Williams,123,,,
Jackson,PR 06,State Representative - District 34,Rebecca Roeber,394,,,
Jackson,"PR 08, 10",State Representative - District 34,Rebecca Roeber,581,,,
Jackson,PR 09,State Representative - District 34,Rebecca Roeber,605,,,
Jackson,PR 11,State Representative - District 34,Rebecca Roeber,452,,,
Jackson,PR 12,State Representative - District 34,Rebecca Roeber,552,,,
Jackson,PR 24,State Representative - District 34,Rebecca Roeber,210,,,
Jackson,PR 39,State Representative - District 34,Rebecca Roeber,663,,,
Jackson,"PR 41, 42",State Representative - District 34,Rebecca Roeber,801,,,
Jackson,"PR 43, 45",State Representative - District 34,Rebecca Roeber,784,,,
Jackson,PR 44,State Representative - District 34,Rebecca Roeber,564,,,
Jackson,"PR 46, 59",State Representative - District 34,Rebecca Roeber,600,,,
Jackson,PR 47,State Representative - District 34,Rebecca Roeber,373,,,
Jackson,PR 48,State Representative - District 34,Rebecca Roeber,182,,,
Jackson,PR 49,State Representative - District 34,Rebecca Roeber,565,,,
Jackson,PR 50,State Representative - District 34,Rebecca Roeber,643,,,
Jackson,"PR 60, 61",State Representative - District 34,Rebecca Roeber,406,,,
Jackson,ABSENTEE,State Representative - District 34,Rebecca Roeber,506,,,
Jackson,PR 06,State Representative - District 34,James P. (Jim) Ripley,348,,,
Jackson,"PR 08, 10",State Representative - District 34,James P. (Jim) Ripley,436,,,
Jackson,PR 09,State Representative - District 34,James P. (Jim) Ripley,604,,,
Jackson,PR 11,State Representative - District 34,James P. (Jim) Ripley,336,,,
Jackson,PR 12,State Representative - District 34,James P. (Jim) Ripley,444,,,
Jackson,PR 24,State Representative - District 34,James P. (Jim) Ripley,236,,,
Jackson,PR 39,State Representative - District 34,James P. (Jim) Ripley,532,,,
Jackson,"PR 41, 42",State Representative - District 34,James P. (Jim) Ripley,806,,,
Jackson,"PR 43, 45",State Representative - District 34,James P. (Jim) Ripley,848,,,
Jackson,PR 44,State Representative - District 34,James P. (Jim) Ripley,551,,,
Jackson,"PR 46, 59",State Representative - District 34,James P. (Jim) Ripley,465,,,
Jackson,PR 47,State Representative - District 34,James P. (Jim) Ripley,412,,,
Jackson,PR 48,State Representative - District 34,James P. (Jim) Ripley,177,,,
Jackson,PR 49,State Representative - District 34,James P. (Jim) Ripley,397,,,
Jackson,PR 50,State Representative - District 34,James P. (Jim) Ripley,475,,,
Jackson,"PR 60, 61",State Representative - District 34,James P. (Jim) Ripley,217,,,
Jackson,ABSENTEE,State Representative - District 34,James P. (Jim) Ripley,532,,,
Jackson,BR 17,State Representative - District 35,Tom Lovell,5,,,
Jackson,PR 02,State Representative - District 35,Tom Lovell,341,,,
Jackson,"PR 03, 04",State Representative - District 35,Tom Lovell,548,,,
Jackson,PR 05,State Representative - District 35,Tom Lovell,150,,,
Jackson,PR 07,State Representative - District 35,Tom Lovell,552,,,
Jackson,"PR 13, 14",State Representative - District 35,Tom Lovell,822,,,
Jackson,PR 15,State Representative - District 35,Tom Lovell,267,,,
Jackson,PR 16,State Representative - District 35,Tom Lovell,310,,,
Jackson,PR 17,State Representative - District 35,Tom Lovell,413,,,
Jackson,PR 18,State Representative - District 35,Tom Lovell,404,,,
Jackson,PR 19,State Representative - District 35,Tom Lovell,740,,,
Jackson,PR 20,State Representative - District 35,Tom Lovell,515,,,
Jackson,"PR 21, 22",State Representative - District 35,Tom Lovell,795,,,
Jackson,PR 34,State Representative - District 35,Tom Lovell,358,,,
Jackson,"PR 35, 36",State Representative - District 35,Tom Lovell,621,,,
Jackson,PR 40,State Representative - District 35,Tom Lovell,329,,,
Jackson,ABSENTEE,State Representative - District 35,Tom Lovell,570,,,
Jackson,BR 17,State Representative - District 35,Keri Ingle,15,,,
Jackson,PR 02,State Representative - District 35,Keri Ingle,387,,,
Jackson,"PR 03, 04",State Representative - District 35,Keri Ingle,700,,,
Jackson,PR 05,State Representative - District 35,Keri Ingle,176,,,
Jackson,PR 07,State Representative - District 35,Keri Ingle,525,,,
Jackson,"PR 13, 14",State Representative - District 35,Keri Ingle,663,,,
Jackson,PR 15,State Representative - District 35,Keri Ingle,259,,,
Jackson,PR 16,State Representative - District 35,Keri Ingle,315,,,
Jackson,PR 17,State Representative - District 35,Keri Ingle,405,,,
Jackson,PR 18,State Representative - District 35,Keri Ingle,467,,,
Jackson,PR 19,State Representative - District 35,Keri Ingle,763,,,
Jackson,PR 20,State Representative - District 35,Keri Ingle,383,,,
Jackson,"PR 21, 22",State Representative - District 35,Keri Ingle,745,,,
Jackson,PR 34,State Representative - District 35,Keri Ingle,497,,,
Jackson,"PR 35, 36",State Representative - District 35,Keri Ingle,736,,,
Jackson,PR 40,State Representative - District 35,Keri Ingle,366,,,
Jackson,ABSENTEE,State Representative - District 35,Keri Ingle,587,,,
Jackson,PR 23,State Representative - District 37,John D Boyd Jr,689,,,
Jackson,PR 25,State Representative - District 37,John D Boyd Jr,612,,,
Jackson,WA 01,State Representative - District 37,John D Boyd Jr,201,,,
Jackson,WA 02,State Representative - District 37,John D Boyd Jr,267,,,
Jackson,"WA 03, 04",State Representative - District 37,John D Boyd Jr,262,,,
Jackson,"WA 05, 06",State Representative - District 37,John D Boyd Jr,209,,,
Jackson,WA 07,State Representative - District 37,John D Boyd Jr,297,,,
Jackson,WA 08,State Representative - District 37,John D Boyd Jr,186,,,
Jackson,WA 09,State Representative - District 37,John D Boyd Jr,178,,,
Jackson,WA 10,State Representative - District 37,John D Boyd Jr,373,,,
Jackson,WA 11,State Representative - District 37,John D Boyd Jr,185,,,
Jackson,WA 12,State Representative - District 37,John D Boyd Jr,306,,,
Jackson,ABSENTEE,State Representative - District 37,John D Boyd Jr,218,,,
Jackson,PR 23,State Representative - District 37,Joe Runions,722,,,
Jackson,PR 25,State Representative - District 37,Joe Runions,614,,,
Jackson,WA 01,State Representative - District 37,Joe Runions,678,,,
Jackson,WA 02,State Representative - District 37,Joe Runions,550,,,
Jackson,"WA 03, 04",State Representative - District 37,Joe Runions,702,,,
Jackson,"WA 05, 06",State Representative - District 37,Joe Runions,367,,,
Jackson,WA 07,State Representative - District 37,Joe Runions,410,,,
Jackson,WA 08,State Representative - District 37,Joe Runions,254,,,
Jackson,WA 09,State Representative - District 37,Joe Runions,311,,,
Jackson,WA 10,State Representative - District 37,Joe Runions,693,,,
Jackson,WA 11,State Representative - District 37,Joe Runions,557,,,
Jackson,WA 12,State Representative - District 37,Joe Runions,513,,,
Jackson,ABSENTEE,State Representative - District 37,Joe Runions,357,,,
Jackson,"FO 06, 10",State Representative - District 53,Glen Kolkmeyer,195,,,
Jackson,"SN 51, 52",State Representative - District 53,Glen Kolkmeyer,230,,,
Jackson,ABSENTEE,State Representative - District 53,Glen Kolkmeyer,25,,,
Jackson,"FO 06, 10",State Representative - District 53,Connie Simmons,60,,,
Jackson,"SN 51, 52",State Representative - District 53,Connie Simmons,96,,,
Jackson,ABSENTEE,State Representative - District 53,Connie Simmons,12,,,
Jackson,"B1 01, 02",Constitutional Amendment No. 1,,824,293,,
Jackson,"B1 03, 09",Constitutional Amendment No. 1,,596,207,,
Jackson,B1 04,Constitutional Amendment No. 1,,367,157,,
Jackson,B1 05,Constitutional Amendment No. 1,,267,92,,
Jackson,"B1 06, 07, 08",Constitutional Amendment No. 1,,425,139,,
Jackson,"B2 01, 02",Constitutional Amendment No. 1,,694,249,,
Jackson,"B2 03, 04",Constitutional Amendment No. 1,,828,344,,
Jackson,B2 05,Constitutional Amendment No. 1,,329,123,,
Jackson,"B2 06, 07",Constitutional Amendment No. 1,,792,279,,
Jackson,B3 01,Constitutional Amendment No. 1,,88,31,,
Jackson,B3 02,Constitutional Amendment No. 1,,521,207,,
Jackson,B3-03,Constitutional Amendment No. 1,,483,159,,
Jackson,"B3-04, 05",Constitutional Amendment No. 1,,1038,389,,
Jackson,"B3 06, 07",Constitutional Amendment No. 1,,616,274,,
Jackson,B3 08,Constitutional Amendment No. 1,,609,249,,
Jackson,B3 09,Constitutional Amendment No. 1,,52,10,,
Jackson,B4 01,Constitutional Amendment No. 1,,64,26,,
Jackson,B4 02,Constitutional Amendment No. 1,,305,102,,
Jackson,B4 03,Constitutional Amendment No. 1,,503,165,,
Jackson,B4 04,Constitutional Amendment No. 1,,310,99,,
Jackson,B4 05,Constitutional Amendment No. 1,,373,131,,
Jackson,"B4 06, 07",Constitutional Amendment No. 1,,524,185,,
Jackson,"B4 08, 09",Constitutional Amendment No. 1,,450,139,,
Jackson,B4 10,Constitutional Amendment No. 1,,196,61,,
Jackson,"B5 01, 02",Constitutional Amendment No. 1,,504,159,,
Jackson,"B5 03, 04",Constitutional Amendment No. 1,,787,286,,
Jackson,B5 05,Constitutional Amendment No. 1,,687,232,,
Jackson,B5 06,Constitutional Amendment No. 1,,597,188,,
Jackson,B5 07,Constitutional Amendment No. 1,,278,107,,
Jackson,B5 08,Constitutional Amendment No. 1,,556,175,,
Jackson,B5 09,Constitutional Amendment No. 1,,374,132,,
Jackson,B6 01,Constitutional Amendment No. 1,,443,160,,
Jackson,B6 02,Constitutional Amendment No. 1,,340,129,,
Jackson,B6 03,Constitutional Amendment No. 1,,820,277,,
Jackson,B6 04,Constitutional Amendment No. 1,,767,252,,
Jackson,B6 05,Constitutional Amendment No. 1,,610,236,,
Jackson,B6 06,Constitutional Amendment No. 1,,742,301,,
Jackson,B6 07,Constitutional Amendment No. 1,,133,43,,
Jackson,"B7 01, 02",Constitutional Amendment No. 1,,590,214,,
Jackson,"B7 03, 04",Constitutional Amendment No. 1,,1109,397,,
Jackson,"B7 05, 09",Constitutional Amendment No. 1,,1009,341,,
Jackson,B7 06,Constitutional Amendment No. 1,,249,71,,
Jackson,"B7 07, 08",Constitutional Amendment No. 1,,929,346,,
Jackson,B8 01,Constitutional Amendment No. 1,,296,118,,
Jackson,B8 02,Constitutional Amendment No. 1,,856,336,,
Jackson,B8 03,Constitutional Amendment No. 1,,239,83,,
Jackson,B8 05,Constitutional Amendment No. 1,,637,213,,
Jackson,B8 06,Constitutional Amendment No. 1,,497,176,,
Jackson,B8 07,Constitutional Amendment No. 1,,943,315,,
Jackson,B8 08,Constitutional Amendment No. 1,,126,41,,
Jackson,BR 01,Constitutional Amendment No. 1,,331,115,,
Jackson,BR 02,Constitutional Amendment No. 1,,579,204,,
Jackson,"BR 03, 04",Constitutional Amendment No. 1,,483,169,,
Jackson,"BR 05, 06, 20",Constitutional Amendment No. 1,,586,223,,
Jackson,BR 07,Constitutional Amendment No. 1,,485,161,,
